"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2004","Liechtenstein","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Norway","Current prices, million units of national currency","Gross domestic product at market prices","1,781,981.0",""
"2004","Norway","Current prices, million units of national currency","Intermediate consumption","1,294,248.0",""
"2004","Switzerland","Current prices, million units of national currency","Gross domestic product at market prices","490,142.5",""
"2004","Switzerland","Current prices, million units of national currency","Intermediate consumption","491,442.8",""
"2004","Montenegro","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Montenegro","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","North Macedonia","Current prices, million units of national currency","Gross domestic product at market prices","280,786.0",""
"2004","North Macedonia","Current prices, million units of national currency","Intermediate consumption","320,545.0",""
"2004","Albania","Current prices, million units of national currency","Gross domestic product at market prices","737,655.5",""
"2004","Albania","Current prices, million units of national currency","Intermediate consumption","576,170.1",""
"2004","Serbia","Current prices, million units of national currency","Gross domestic product at market prices","1,451,448.2",""
"2004","Serbia","Current prices, million units of national currency","Intermediate consumption","1,707,980.8",""
"2004","Turkey","Current prices, million units of national currency","Gross domestic product at market prices","577,023.5",""
"2004","Turkey","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Andorra","Current prices, million units of national currency","Gross domestic product at market prices","2,364.4",""
"2004","Andorra","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Belarus","Current prices, million units of national currency","Gross domestic product at market prices","5.0",""
"2004","Belarus","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Bosnia and Herzegovina","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Bosnia and Herzegovina","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Faroes (DK)","Current prices, million units of national currency","Gross domestic product at market prices","10,089.1",""
"2004","Faroes (DK)","Current prices, million units of national currency","Intermediate consumption","8,409.1",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Moldova","Current prices, million units of national currency","Gross domestic product at market prices","32,031.8",""
"2004","Moldova","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Russia","Current prices, million units of national currency","Gross domestic product at market prices","18,340,060.0","e"
"2004","Russia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","San Marino","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","San Marino","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Ukraine","Current prices, million units of national currency","Gross domestic product at market prices","357,544.0",""
"2004","Ukraine","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Angola","Current prices, million units of national currency","Gross domestic product at market prices","1,967,571.4",""
"2004","Angola","Current prices, million units of national currency","Intermediate consumption","1,021,858.0",""
"2004","Cameroon","Current prices, million units of national currency","Gross domestic product at market prices","9,208.5",""
"2004","Cameroon","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Central African Republic","Current prices, million units of national currency","Gross domestic product at market prices","670,964.1",""
"2004","Central African Republic","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Chad","Current prices, million units of national currency","Gross domestic product at market prices","2,356,940.9",""
"2004","Chad","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Congo","Current prices, million units of national currency","Gross domestic product at market prices","2,455,800.0",""
"2004","Congo","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Democratic Republic of the Congo","Current prices, million units of national currency","Gross domestic product at market prices","4,113,600.0",""
"2004","Democratic Republic of the Congo","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Equatorial Guinea","Current prices, million units of national currency","Gross domestic product at market prices","2,522,264.2",""
"2004","Equatorial Guinea","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Gabon","Current prices, million units of national currency","Gross domestic product at market prices","4,143,938.0",""
"2004","Gabon","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","São Tomé and Príncipe","Current prices, million units of national currency","Gross domestic product at market prices","1,043,320.0",""
"2004","São Tomé and Príncipe","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Burundi","Current prices, million units of national currency","Gross domestic product at market prices","748,486.0",""
"2004","Burundi","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Comoros","Current prices, million units of national currency","Gross domestic product at market prices","143,596.0",""
"2004","Comoros","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Djibouti","Current prices, million units of national currency","Gross domestic product at market prices","118,400.0",""
"2004","Djibouti","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Ethiopia","Current prices, million units of national currency","Gross domestic product at market prices","85,800.1",""
"2004","Ethiopia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Kenya","Current prices, million units of national currency","Gross domestic product at market prices","1,430,193.3",""
"2004","Kenya","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Madagascar","Current prices, million units of national currency","Gross domestic product at market prices","8,155.6",""
"2004","Madagascar","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Malawi","Current prices, million units of national currency","Gross domestic product at market prices","378,564.0",""
"2004","Malawi","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Mauritius","Current prices, million units of national currency","Gross domestic product at market prices","180,908.3",""
"2004","Mauritius","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Mozambique","Current prices, million units of national currency","Gross domestic product at market prices","152,398.5",""
"2004","Mozambique","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Rwanda","Current prices, million units of national currency","Gross domestic product at market prices","1,206.0",""
"2004","Rwanda","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Seychelles","Current prices, million units of national currency","Gross domestic product at market prices","4,616.3",""
"2004","Seychelles","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Somalia","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Somalia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Uganda","Current prices, million units of national currency","Gross domestic product at market prices","14,998.6",""
"2004","Uganda","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Tanzania","Current prices, million units of national currency","Gross domestic product at market prices","16,936,087.3",""
"2004","Tanzania","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Zambia","Current prices, million units of national currency","Gross domestic product at market prices","28,138.8",""
"2004","Zambia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Zimbabwe","Current prices, million units of national currency","Gross domestic product at market prices","6,419.6",""
"2004","Zimbabwe","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Algeria","Current prices, million units of national currency","Gross domestic product at market prices","6,149,100.0",""
"2004","Algeria","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Egypt","Current prices, million units of national currency","Gross domestic product at market prices","510,281.2",""
"2004","Egypt","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Libya","Current prices, million units of national currency","Gross domestic product at market prices","43,445.9",""
"2004","Libya","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Morocco","Current prices, million units of national currency","Gross domestic product at market prices","528.8",""
"2004","Morocco","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","South Sudan","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","South Sudan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Sudan","Current prices, million units of national currency","Gross domestic product at market prices","68,721.4",""
"2004","Sudan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Tunisia","Current prices, million units of national currency","Gross domestic product at market prices","38.8",""
"2004","Tunisia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Botswana","Current prices, million units of national currency","Gross domestic product at market prices","42,036.7",""
"2004","Botswana","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Lesotho","Current prices, million units of national currency","Gross domestic product at market prices","7,972.7",""
"2004","Lesotho","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Namibia","Current prices, million units of national currency","Gross domestic product at market prices","42,679.0",""
"2004","Namibia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","South Africa","Current prices, million units of national currency","Gross domestic product at market prices","1,476,623.0",""
"2004","South Africa","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Eswatini","Current prices, million units of national currency","Gross domestic product at market prices","17,893.6",""
"2004","Eswatini","Current prices, million units of national currency","Intermediate consumption","11,506.0",""
"2004","Benin","Current prices, million units of national currency","Gross domestic product at market prices","2,388,551.0",""
"2004","Benin","Current prices, million units of national currency","Intermediate consumption","1,571,217.0",""
"2004","Burkina Faso","Current prices, million units of national currency","Gross domestic product at market prices","2,555.3",""
"2004","Burkina Faso","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Cape Verde","Current prices, million units of national currency","Gross domestic product at market prices","90,811.3",""
"2004","Cape Verde","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Côte d'Ivoire","Current prices, million units of national currency","Gross domestic product at market prices","8,745.5",""
"2004","Côte d'Ivoire","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Gambia, The","Current prices, million units of national currency","Gross domestic product at market prices","17,381.0",""
"2004","Gambia, The","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Ghana","Current prices, million units of national currency","Gross domestic product at market prices","13,004.9",""
"2004","Ghana","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Guinea","Current prices, million units of national currency","Gross domestic product at market prices","9,017,100.0",""
"2004","Guinea","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Guinea-Bissau","Current prices, million units of national currency","Gross domestic product at market prices","280,578.0",""
"2004","Guinea-Bissau","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Liberia","Current prices, million units of national currency","Gross domestic product at market prices","527.0",""
"2004","Liberia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Mali","Current prices, million units of national currency","Gross domestic product at market prices","2,876,233.0",""
"2004","Mali","Current prices, million units of national currency","Intermediate consumption","1,697,147.0",""
"2004","Mauritania","Current prices, million units of national currency","Gross domestic product at market prices","485,861.5",""
"2004","Mauritania","Current prices, million units of national currency","Intermediate consumption","359,166.5",""
"2004","Niger","Current prices, million units of national currency","Gross domestic product at market prices","1,530,444.0",""
"2004","Niger","Current prices, million units of national currency","Intermediate consumption","806,246.0",""
"2004","Nigeria","Current prices, million units of national currency","Gross domestic product at market prices","17,321,295.2",""
"2004","Nigeria","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Senegal","Current prices, million units of national currency","Gross domestic product at market prices","5,371.3",""
"2004","Senegal","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Sierra Leone","Current prices, million units of national currency","Gross domestic product at market prices","3,912,932.0",""
"2004","Sierra Leone","Current prices, million units of national currency","Intermediate consumption","5,057,297.9",""
"2004","Togo","Current prices, million units of national currency","Gross domestic product at market prices","1,191,780.0",""
"2004","Togo","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Canada","Current prices, million units of national currency","Gross domestic product at market prices","1,335,723.0",""
"2004","Canada","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Greenland (DK)","Current prices, million units of national currency","Gross domestic product at market prices","9,716.5",""
"2004","Greenland (DK)","Current prices, million units of national currency","Intermediate consumption","8,112.2",""
"2004","United States","Current prices, million units of national currency","Gross domestic product at market prices","12,213,730.0",""
"2004","United States","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Anguilla (UK)","Current prices, million units of national currency","Gross domestic product at market prices","543.2",""
"2004","Anguilla (UK)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Antigua and Barbuda","Current prices, million units of national currency","Gross domestic product at market prices","2,425.6",""
"2004","Antigua and Barbuda","Current prices, million units of national currency","Intermediate consumption","2,620.1",""
"2004","Aruba (NL)","Current prices, million units of national currency","Gross domestic product at market prices","3,988.6",""
"2004","Aruba (NL)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Bahamas","Current prices, million units of national currency","Gross domestic product at market prices","7,094.4",""
"2004","Bahamas","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Barbados","Current prices, million units of national currency","Gross domestic product at market prices","6,888.6",""
"2004","Barbados","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Bonaire, Saint Eustatius and Saba","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Bonaire, Saint Eustatius and Saba","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","British Virgin Islands (UK)","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","British Virgin Islands (UK)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Cayman Islands (UK)","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Cayman Islands (UK)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Cuba","Current prices, million units of national currency","Gross domestic product at market prices","38,203.4",""
"2004","Cuba","Current prices, million units of national currency","Intermediate consumption","22,001.5",""
"2004","Curaçao","Current prices, million units of national currency","Gross domestic product at market prices","4,004.5",""
"2004","Curaçao","Current prices, million units of national currency","Intermediate consumption","2,860.2",""
"2004","Dominica","Current prices, million units of national currency","Gross domestic product at market prices","1,011.9",""
"2004","Dominica","Current prices, million units of national currency","Intermediate consumption","640.8",""
"2004","Dominican Republic","Current prices, million units of national currency","Gross domestic product at market prices","935,984.7",""
"2004","Dominican Republic","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Grenada","Current prices, million units of national currency","Gross domestic product at market prices","1,617.6",""
"2004","Grenada","Current prices, million units of national currency","Intermediate consumption","928.5",""
"2004","Haiti","Current prices, million units of national currency","Gross domestic product at market prices","140,387.0",""
"2004","Haiti","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Jamaica","Current prices, million units of national currency","Gross domestic product at market prices","596,214.0",""
"2004","Jamaica","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Montserrat (UK)","Current prices, million units of national currency","Gross domestic product at market prices","119.0",""
"2004","Montserrat (UK)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Former Netherlands Antilles","Current prices, million units of national currency","Gross domestic product at market prices","5,555.4",""
"2004","Former Netherlands Antilles","Current prices, million units of national currency","Intermediate consumption","4,456.7",""
"2004","Puerto Rico (US)","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Puerto Rico (US)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Saint Kitts and Nevis","Current prices, million units of national currency","Gross domestic product at market prices","1,356.9",""
"2004","Saint Kitts and Nevis","Current prices, million units of national currency","Intermediate consumption","817.4",""
"2004","Saint Lucia","Current prices, million units of national currency","Gross domestic product at market prices","2,390.2",""
"2004","Saint Lucia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Saint Vincent and the Grenadines","Current prices, million units of national currency","Gross domestic product at market prices","1,409.3",""
"2004","Saint Vincent and the Grenadines","Current prices, million units of national currency","Intermediate consumption","1,070.7",""
"2004","Sint Maarten","Current prices, million units of national currency","Gross domestic product at market prices",":",""
"2004","Sint Maarten","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Trinidad and Tobago","Current prices, million units of national currency","Gross domestic product at market prices","83,652.5",""
"2004","Trinidad and Tobago","Current prices, million units of national currency","Intermediate consumption","73,304.0",""
"2004","Turks and Caicos Islands (UK)","Current prices, million units of national currency","Gross domestic product at market prices","485.6",""
"2004","Turks and Caicos Islands (UK)","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Belize","Current prices, million units of national currency","Gross domestic product at market prices","2,115.7",""
"2004","Belize","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Costa Rica","Current prices, million units of national currency","Gross domestic product at market prices","8,114.4",""
"2004","Costa Rica","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","El Salvador","Current prices, million units of national currency","Gross domestic product at market prices","13,724.8",""
"2004","El Salvador","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Guatemala","Current prices, million units of national currency","Gross domestic product at market prices","190,440.0",""
"2004","Guatemala","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Honduras","Current prices, million units of national currency","Gross domestic product at market prices","161,507.5",""
"2004","Honduras","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Mexico","Current prices, million units of national currency","Gross domestic product at market prices","8,828,367.0",""
"2004","Mexico","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Nicaragua","Current prices, million units of national currency","Gross domestic product at market prices","92,323.4",""
"2004","Nicaragua","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Panama","Current prices, million units of national currency","Gross domestic product at market prices","15,013.4",""
"2004","Panama","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Argentina","Current prices, million units of national currency","Gross domestic product at market prices","485,115.0",""
"2004","Argentina","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Bolivia","Current prices, million units of national currency","Gross domestic product at market prices","69,626.1",""
"2004","Bolivia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Brazil","Current prices, million units of national currency","Gross domestic product at market prices","1,957,751.0",""
"2004","Brazil","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Chile","Current prices, million units of national currency","Gross domestic product at market prices","60,471,711.0",""
"2004","Chile","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Colombia","Current prices, million units of national currency","Gross domestic product at market prices","299,635,218.0","e"
"2004","Colombia","Current prices, million units of national currency","Intermediate consumption","253,310,000.0",""
"2004","Ecuador","Current prices, million units of national currency","Gross domestic product at market prices","36,591.7",""
"2004","Ecuador","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Guyana","Current prices, million units of national currency","Gross domestic product at market prices","156,358.0",""
"2004","Guyana","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Paraguay","Current prices, million units of national currency","Gross domestic product at market prices","57,502.0",""
"2004","Paraguay","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Peru","Current prices, million units of national currency","Gross domestic product at market prices","227,683.0",""
"2004","Peru","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Suriname","Current prices, million units of national currency","Gross domestic product at market prices","4,057.5",""
"2004","Suriname","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Uruguay","Current prices, million units of national currency","Gross domestic product at market prices","392,849.7",""
"2004","Uruguay","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Venezuela","Current prices, million units of national currency","Gross domestic product at market prices","212.7",""
"2004","Venezuela","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Kazakhstan","Current prices, million units of national currency","Gross domestic product at market prices","5,870,134.3",""
"2004","Kazakhstan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Kyrgyzstan","Current prices, million units of national currency","Gross domestic product at market prices","94,350.7",""
"2004","Kyrgyzstan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Tajikistan","Current prices, million units of national currency","Gross domestic product at market prices","6,157.5",""
"2004","Tajikistan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","China including Hong Kong","Current prices, million units of national currency","Gross domestic product at market prices","16,184,010.0",""
"2004","China including Hong Kong","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Hong Kong","Current prices, million units of national currency","Gross domestic product at market prices","1,316,949.0",""
"2004","Hong Kong","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Macao","Current prices, million units of national currency","Gross domestic product at market prices","84,920.0",""
"2004","Macao","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Japan","Current prices, million units of national currency","Gross domestic product at market prices","520,965,400.0",""
"2004","Japan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Mongolia","Current prices, million units of national currency","Gross domestic product at market prices","2,749,149.7",""
"2004","Mongolia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","South Korea","Current prices, million units of national currency","Gross domestic product at market prices","876,033,100.0",""
"2004","South Korea","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Afghanistan","Current prices, million units of national currency","Gross domestic product at market prices","267,311.0",""
"2004","Afghanistan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Bangladesh","Current prices, million units of national currency","Gross domestic product at market prices","3,329,731.0",""
"2004","Bangladesh","Current prices, million units of national currency","Intermediate consumption","2,150,181.0",""
"2004","Bhutan","Current prices, million units of national currency","Gross domestic product at market prices","31,845.5",""
"2004","Bhutan","Current prices, million units of national currency","Intermediate consumption","20,880.2",""
"2004","India","Current prices, million units of national currency","Gross domestic product at market prices","31,438,266.0","e"
"2004","India","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Iran","Current prices, million units of national currency","Gross domestic product at market prices","1,645,323,753.7",""
"2004","Iran","Current prices, million units of national currency","Intermediate consumption","928,355,865.0",""
"2004","Maldives","Current prices, million units of national currency","Gross domestic product at market prices","15,703.4",""
"2004","Maldives","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Nepal","Current prices, million units of national currency","Gross domestic product at market prices","536,749.0",""
"2004","Nepal","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Pakistan","Current prices, million units of national currency","Gross domestic product at market prices","5,640,590.0",""
"2004","Pakistan","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Sri Lanka","Current prices, million units of national currency","Gross domestic product at market prices","2,392,882.1",""
"2004","Sri Lanka","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Brunei Darussalam","Current prices, million units of national currency","Gross domestic product at market prices","14,770.7",""
"2004","Brunei Darussalam","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Cambodia","Current prices, million units of national currency","Gross domestic product at market prices","21,438,339.7",""
"2004","Cambodia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Indonesia","Current prices, million units of national currency","Gross domestic product at market prices","2,512,087,021.0","e"
"2004","Indonesia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Laos","Current prices, million units of national currency","Gross domestic product at market prices","26,590,100.0",""
"2004","Laos","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Malaysia","Current prices, million units of national currency","Gross domestic product at market prices","509,071.0",""
"2004","Malaysia","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Myanmar/Burma","Current prices, million units of national currency","Gross domestic product at market prices","9,078,929.0",""
"2004","Myanmar/Burma","Current prices, million units of national currency","Intermediate consumption","9,149,468.0",""
"2004","Philippines","Current prices, million units of national currency","Gross domestic product at market prices","5,120,435.3",""
"2004","Philippines","Current prices, million units of national currency","Intermediate consumption",":",""
"2004","Singapore","Current prices, million units of national currency","Gross domestic product at market prices","193,001.5",""
"2004","Singapore","Current prices, million units of national currency","Intermediate consumption",":",""
