"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2000","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,310.2",""
"2000","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","67.5",""
"2000","Turkey","Current prices, million euro","Gross domestic product at market prices","296,915.0",""
"2000","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","392,126.1",""
"2000","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2000","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2000","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2001","European Union - 27 countries (from 2019)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.3",""
"2001","European Union - 27 countries (from 2019)","Current prices, million euro","Gross domestic product at market prices","8,243,125.6",""
"2001","European Union - 27 countries (from 2019)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,817,824.4",""
"2001","European Union - 28 countries","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.0",""
"2001","European Union - 28 countries","Current prices, million euro","Gross domestic product at market prices","10,059,329.9",""
"2001","European Union - 28 countries","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,427,293.4",""
"2001","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.2",""
"2001","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","9,531,268.9",""
"2001","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,664,008.3",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.1",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","7,262,851.6",""
"2001","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,526,429.1",""
"2001","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.8",""
"2001","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","7,356,134.0",""
"2001","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,670,330.5",""
"2001","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.1",""
"2001","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","7,262,851.6",""
"2001","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,526,429.1",""
"2001","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","85.9",""
"2001","Belgium","Current prices, million euro","Gross domestic product at market prices","265,788.4",""
"2001","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","313,448.6",""
"2001","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","66.3",""
"2001","Bulgaria","Current prices, million euro","Gross domestic product at market prices","15,784.3",""
"2001","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","25,331.1",""
"2001","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","75.3",""
"2001","Czechia","Current prices, million euro","Gross domestic product at market prices","75,387.7",""
"2001","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","118,030.3",""
"2001","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.4",""
"2001","Denmark","Current prices, million euro","Gross domestic product at market prices","184,045.6",""
"2001","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","227,065.2",""
"2001","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.0",""
"2001","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,179,850.0",""
"2001","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,398,681.8",""
"2001","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","77.0",""
"2001","Estonia","Current prices, million euro","Gross domestic product at market prices","6,976.4",""
"2001","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,336.8",""
"2001","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.5",""
"2001","Ireland","Current prices, million euro","Gross domestic product at market prices","121,958.6",""
"2001","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","133,409.3",""
"2001","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.5",""
"2001","Greece","Current prices, million euro","Gross domestic product at market prices","152,193.8",""
"2001","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","197,746.3",""
"2001","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.5",""
"2001","Spain","Current prices, million euro","Gross domestic product at market prices","699,528.0",""
"2001","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","902,643.0",""
"2001","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.1",""
"2001","France","Current prices, million euro","Gross domestic product at market prices","1,538,200.0",""
"2001","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,796,867.0",""
"2001","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.8",""
"2001","Croatia","Current prices, million euro","Gross domestic product at market prices","25,965.1",""
"2001","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,499.5",""
"2001","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.7",""
"2001","Italy","Current prices, million euro","Gross domestic product at market prices","1,298,890.2",""
"2001","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,583,118.3",""
"2001","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","75.3",""
"2001","Cyprus","Current prices, million euro","Gross domestic product at market prices","11,602.9",""
"2001","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,536.9",""
"2001","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.6",""
"2001","Latvia","Current prices, million euro","Gross domestic product at market prices","9,360.8",""
"2001","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,087.7",""
"2001","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.6",""
"2001","Lithuania","Current prices, million euro","Gross domestic product at market prices","13,681.4",""
"2001","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,516.0",""
"2001","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","78.6",""
"2001","Luxembourg","Current prices, million euro","Gross domestic product at market prices","23,771.9",""
"2001","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,568.7",""
"2001","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","85.0",""
"2001","Hungary","Current prices, million euro","Gross domestic product at market prices","60,092.5",""
"2001","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","83,998.9",""
"2001","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.2",""
"2001","Malta","Current prices, million euro","Gross domestic product at market prices","4,541.1",""
"2001","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,424.4",""
"2001","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.4",""
"2001","Netherlands","Current prices, million euro","Gross domestic product at market prices","481,881.0",""
"2001","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","571,352.0",""
"2001","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.0",""
"2001","Austria","Current prices, million euro","Gross domestic product at market prices","220,525.1",""
"2001","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","257,288.7",""
"2001","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","68.9",""
"2001","Poland","Current prices, million euro","Gross domestic product at market prices","212,405.4",""
"2001","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,299.8",""
"2001","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.7",""
"2001","Portugal","Current prices, million euro","Gross domestic product at market prices","135,827.5",""
"2001","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","170,393.4",""
"2001","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","69.6",""
"2001","Romania","Current prices, million euro","Gross domestic product at market prices","45,143.6",""
"2001","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","87,238.0",""
"2001","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.2",""
"2001","Slovenia","Current prices, million euro","Gross domestic product at market prices","23,248.1",""
"2001","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","28,710.7",""
"2001","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","64.1",""
"2001","Slovakia","Current prices, million euro","Gross domestic product at market prices","23,871.6",""
"2001","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43,283.9",""
"2001","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","86.7",""
"2001","Finland","Current prices, million euro","Gross domestic product at market prices","144,437.0",""
"2001","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","162,171.0",""
"2001","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.5",""
"2001","Sweden","Current prices, million euro","Gross domestic product at market prices","268,167.4",""
"2001","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","304,770.2",""
"2001","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.6",""
"2001","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,816,204.4",""
"2001","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,621,453.3",""
"2001","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.0",""
"2001","Iceland","Current prices, million euro","Gross domestic product at market prices","9,144.4",""
"2001","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,265.4",""
"2001","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2001","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2001","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2001","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.3",""
"2001","Norway","Current prices, million euro","Gross domestic product at market prices","194,397.0",""
"2001","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","282,871.8",""
"2001","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","84.5",""
"2001","Switzerland","Current prices, million euro","Gross domestic product at market prices","311,299.7",""
"2001","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","372,903.2",""
"2001","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2001","Montenegro","Current prices, million euro","Gross domestic product at market prices",":",""
"2001","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2001","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","72.3",""
"2001","North Macedonia","Current prices, million euro","Gross domestic product at market prices","4,143.5",""
"2001","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,140.1",""
"2001","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","63.0",""
"2001","Albania","Current prices, million euro","Gross domestic product at market prices","4,385.8",""
"2001","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,663.4",""
"2001","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","64.3",""
"2001","Serbia","Current prices, million euro","Gross domestic product at market prices",":",""
"2001","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20,274.3",""
"2001","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","63.5",""
"2001","Turkey","Current prices, million euro","Gross domestic product at market prices","222,631.3",""
"2001","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","368,746.3",""
"2001","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2001","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2001","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2002","European Union - 27 countries (from 2019)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.3",""
"2002","European Union - 27 countries (from 2019)","Current prices, million euro","Gross domestic product at market prices","8,546,257.8",""
"2002","European Union - 27 countries (from 2019)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,927,395.8",""
"2002","European Union - 28 countries","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.2",""
"2002","European Union - 28 countries","Current prices, million euro","Gross domestic product at market prices","10,427,459.4",""
"2002","European Union - 28 countries","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,583,375.2",""
"2002","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.3",""
"2002","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","9,862,536.3",""
"2002","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,797,895.0",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.9",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","7,510,573.6",""
"2002","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,606,073.4",""
"2002","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.7",""
"2002","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","7,611,854.4",""
"2002","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,755,658.0",""
"2002","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.9",""
"2002","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","7,510,573.6",""
"2002","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,606,073.4",""
"2002","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.4",""
"2002","Belgium","Current prices, million euro","Gross domestic product at market prices","275,065.1",""
"2002","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","319,029.5",""
"2002","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.2",""
"2002","Bulgaria","Current prices, million euro","Gross domestic product at market prices","17,343.6",""
"2002","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","26,835.2",""
"2002","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","76.6",""
"2002","Czechia","Current prices, million euro","Gross domestic product at market prices","87,055.1",""
"2002","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","119,980.7",""
"2002","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.8",""
"2002","Denmark","Current prices, million euro","Gross domestic product at market prices","189,794.9",""
"2002","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","228,124.2",""
"2002","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.0",""
"2002","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,209,290.0",""
"2002","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,398,681.8",""
